title,address,operation,contact,location_detail,hashtag,menu
CU토킹스타영어학원,서울 동작구 사당로 243 (우)07005,,,,[],
예모듬미술교습소,서울 동작구 동작대로29길 127 (우)06990,,,,[],
멘토스학원,서울 동작구 사당로23나길 16 (우)07006,,,,[],
정은쌤스튜디오,서울 동작구 사당로27길 58 정은쌤스튜디오 (우)07007,"화~금 14:00 ~ 22:00
닫기",,010-8651-1040 대표번호,[],
더실용음악학원,서울 동작구 동작대로 141 (우)06997,,,,[],
하얀피아노,서울 동작구 사당로23길 112 (우)07001,,,,[],
제시영어학원,서울 동작구 동작대로29길 110 3층 (우)06998,,02-596-5522,#제로페이,['#제로페이'],
챌린지잉글리시,서울 동작구 사당로 243 2층 (우)07005,,,,[],
루카스 바이올린교습소,서울 동작구 동작대로29길 115 3단지상가 227호 (우)06990,,,,[],
아트나인미술교습소,서울 동작구 동작대로29길 115 (우)06990,,,,[],
예림음악학원,서울 서초구 도구로 112 (우)06570,,,,[],
에듀플렉스 방배점,서울 서초구 동광로 106 3층 (우)06585,,02-3476-1651,#제로페이,['#제로페이'],
유투엠리드인 서초방배캠퍼스,서울 서초구 방배로 211 SM빌딩 3층 (우)06562,"월~금 13:00 ~ 22:00
닫기",,"02-532-6292 대표번호
더보기",[],
김정은수학&노나다학원,서울 동작구 동작대로 149 (우)06996,,,,[],
길학습심리연구소,서울 서초구 동작대로 44 은혜빌딩 401호 (우)06691,,02-523-9799,#제로페이,['#제로페이'],
정은가야금레슨,서울 동작구 사당로27길 58 (우)07007,,,,[],
생각의힘,서울 서초구 동광로 17-1 (우)06560,,,,[],
발레ON도,서울 관악구 과천대로 947 (우)08807,,,,[],
반포은샘논술교습소,서울 동작구 동작대로29길 110 신동아종합상가 2층 (우)06998,,02-537-9279,#제로페이,['#제로페이'],
브라가밸리어학원 제이킨관,"서울 서초구 동광로 55 2, 3층 (우)06561",,,,[],
호크마차일드스터디학원,서울 동작구 사당로23나길 34 3층 (우)07007,"월~금 12:30 ~ 07:30
닫기",02-6084-0913,#제로페이,['#제로페이'],
공간이위,서울 서초구 서초대로15길 48 1층 (우)06571,,,,[],
엘빈커피 바리스타교육원,서울 서초구 청두곶길 1 (우)06693,,02-597-4755,,[],
최상위수학,서울 동작구 동작대로29길 110 (우)06998,,,,[],
뉴올리브수학학원,서울 동작구 사당로 243 (우)07005,,,,[],
레몬트리음악교습소,서울 서초구 서초대로 49-10 (우)06570,,,,[],
삼성영어,서울 동작구 사당로 231 (우)07004,,,,[],
길영어,서울 서초구 동작대로 44 (우)06691,,,,[],
AMB수학학원,서울 서초구 방배중앙로 210 2층 (우)06552,,,,[],
잉글리쉬무무방배제1학원,서울 서초구 도구로 123-2 (우)06569,,,,[],
코벤트학원,서울 서초구 방배로 121 미광빌딩 3층 (우)06682,,02-585-0719,#제로페이,['#제로페이'],
민족생활교육관,서울 동작구 동작대로35다길 38 (우)06991,,,,[],
엄마의수학노트,서울 동작구 동작대로29길 69 (우)06999,,,,[],
카타,서울 동작구 사당로26길 72 (우)07016,,,,[],
서초키마뉴애프터스쿨,서울 서초구 방배로42길 20 (우)06584,,,,[],
열매음악학원,서울 동작구 사당로23나길 34 (우)07007,,,,[],
밤비니지어스영어교습소,서울 동작구 동작대로29길 69 3층 (우)06999,,,,[],
오성 중국어,서울 동작구 사당로22길 72-1 (우)07016,,,,[],
골든벨보습학원,서울 동작구 동작대로29길 63-6 (우)06999,,,,[],
엑터메이드 연기학원,서울 동작구 사당로23길 6 2층 (우)07006,,,,[],
예꼴미술,서울 서초구 방배중앙로 30 지호빌딩 201호 (우)06684,"월~금 11:40 ~ 19:00
닫기",,02-585-6491 대표번호,[],
스피치트리,서울 동작구 동작대로 163 (우)06995,,,,[],
쿤스트 서초지사,서울 서초구 방배천로16길 18 (우)06677,,,,[],
이노에듀 방배점,서울 서초구 동작대로 50 대일빌딩 5층 (우)06677,,,,[],
일등수학,서울 서초구 동광로 28 (우)06565,,,,[],
기억방영어연구소,서울 서초구 방배중앙로 95 우남빌딩 2층 (우)06570,,,,[],
라온기타배움터,서울 동작구 사당로17길 3 (우)07004,,,,[],
피프티 소울 (Fifty Soul),서울 서초구 도구로 53 (우)06678,,,,[],
뮤엠영어 두성상가어학원,서울 동작구 동작대로29길 69 5층 (우)06999,,1544-1010,#제로페이,['#제로페이'],
활력도수련원,서울 서초구 청두곶15길 3 (우)06677,,,,[],
잉글리쉬프리미어 방배센터,서울 서초구 방배로 173 방배열림문화센터 지하1층 (우)06572,,,,[],
이젠수학,서울 동작구 동작대로29라길 22 신동아4단지아파트상가 3층 (우)06997,,,,[],
김욱중수학보습학원,서울 동작구 동작대로 149 (우)06996,,,,[],
토마토영어 포커스수학,서울 동작구 동작대로29길 57 (우)07008,,,,[],
이수수학교습소,서울 동작구 동작대로35길 83 (우)06991,,,,[],
노블렘학원,서울 동작구 동작대로29길 115 (우)06990,,,,[],
중앙학원,서울 서초구 방배로 211 SM빌딩 3층 (우)06562,,02-3477-8858,#제로페이,['#제로페이'],
에이스수학,서울 동작구 사당로20길 28 (우)07011,,,,[],
피아노퍼스트음악교습소,서울 동작구 동작대로35사길 3-2 (우)06991,,,,[],
삼성영어셀레나 방배2직영학원,서울 서초구 효령로33길 71 3층 (우)06665,,02-586-3405,#제로페이,['#제로페이'],
댄폭사,서울 서초구 방배천로2안길 82 (우)06677,,,,[],
고려미술학원,서울 서초구 도구로 65 (우)06678,,,,[],
윤선생영어교실 동작센터,서울 동작구 사당로 264-1 (우)07012,,02-523-4528,#제로페이,['#제로페이'],
한동원영어전문학원,서울 서초구 동광로 19 (우)06560,,,,[],
프리존,서울 서초구 동광로 19 (우)06560,,,,[],
리틀아인슈타인,서울 동작구 동작대로29길 77 (우)06999,,,,[],
천재해법독서논술교습소,서울 동작구 사당로17길 8 대림상가 A동 1층 109호 (우)07005,"월,화,수,목,금,일 01:00 ~ 20:00",02-599-8852,,[],
viewtiful fragrance,서울 서초구 방배중앙로 102 (우)06571,,,,[],
여긴국어영어학원,"서울 동작구 사당로17길 75 2, 4층 (우)07003",,,,[],
에프엑스(fx)수학 교습소,서울 서초구 방배중앙로21길 53 (우)06560,,,,[],
라스영어리딩학원,서울 동작구 동작대로29길 69 (우)06999,,,,[],
두각,서울 서초구 방배로 93 (우)06686,,,,[],
나샘학원,서울 서초구 동광로 26 (우)06565,,,,[],
한소리국악원,"서울 서초구 과천대로 946 우성상가 4층, 5층 (우)06760",,02-587-0700,,[],
그림아트스튜디오,서울 동작구 사당로23길 112 래미안 로이파크 후면상가 B105호 (우)07001,,,,[],
두손음악학원,서울 동작구 사당로17길 8 (우)07005,,,,[],
페르마수학학원 방배캠퍼스,"서울 서초구 방배로 90 농전빌딩 4,5,6층 (우)06665",,02-582-9996,#제로페이,['#제로페이'],
바라봄프로젝트방송연기학원,서울 서초구 방배천로4길 28 (우)06693,,,,[],
피앤피아카데미학원,서울 서초구 동광로 15 (우)06560,,,,[],
뷰티나아카데미,서울 동작구 사당로 259 (우)07005,,010-4097-0908,,[],
모스트학원,서울 동작구 사당로 226 3층 (우)07010,,070-8844-9434,#카카오페이 #제로페이,"['#카카오페이', '#제로페이']",
리드인독서논술 방배이수점,서울 서초구 청두곶길 38-2 (우)06690,,,,[],
랑그빌,서울 동작구 동작대로29길 57 (우)07008,,,,[],
민건수학,서울 동작구 동작대로29길 115 103호 (우)06990,,,,[],
주식회사 바디퍼스트,서울 서초구 동광로 95-1 (우)06584,,,,[],
열린이화 음악학원,서울 동작구 동작대로11길 104 (우)07012,,,,[],
페디아플러스 방배브랜치,서울 서초구 방배로 225 가야메디컬센터 2층 (우)06561,,02-3482-0579,,[],
강.수.연.수학연구소,서울 서초구 효령로5길 25-10 (우)06690,,,,[],
윤선생우리집앞영어교실 동작영어교습소,서울 동작구 동작대로39가길 55 (우)06992,,,,[],
홍정아수학,서울 동작구 사당로20가길 1 (우)07011,,,,[],
RVD입시컨설팅학원,서울 서초구 서초대로25길 17 서린빌딩 2층 (우)06588,월~토 11:00 ~ 19:00,,010-8372-9630 대표번호,[],
미술자전거,서울 동작구 동작대로9다길 2 (우)07016,,,,[],
준암보습학원,서울 서초구 방배로26길 6 3층 (우)06588,,,,[],
비욘드어드밴스트,서울 동작구 동작대로29길 77 (우)06999,,,,[],
라온시니어모델아카데미,서울 동작구 남부순환로 2029 지하 1층 (우)07023,,02-585-5233,,[],
최현주의 힐링타로아카데미,서울 관악구 과천대로 941 4층 (우)08807,,02-582-5080,#제로페이,['#제로페이'],
이제이댄스핏,서울 동작구 동작대로3길 6 (우)07015,,,,[],
레온리테일창작공방키노게이트학원,서울 서초구 방배중앙로21길 46 (우)06559,,,,[],
폴리아수학 방배캠퍼스,서울 서초구 동광로19길 19 (우)06561,,,,[],
유투인 수학학원 서초방배캠퍼스,서울 서초구 방배로 211 SM빌딩 3층 중앙학원 (우)06562,"월~금 13:00 ~ 22:00
닫기",,,[],
영어성경학교,서울 서초구 방배로39길 42-21 (우)06556,,,,[],
애니스타 서울서초점,서울 서초구 방배로 88 삼익빌딩 2층 (우)06665,,02-588-2850,,[],
생각하는 그린나무 미술,서울 서초구 동광로19길 19 그랜드빌딩 4층 (우)06561,,02-3478-7888,예약가능,[],
애플사탐전문학원,서울 서초구 서초대로24길 48 (우)06672,,,,[],
제미영어교습소,서울 서초구 방배중앙로 83 (우)06570,,,,[],
캡틴샘영어교습소,"서울 동작구 사당로17길 8 대림아파트 상가A동 213-1,2호 (우)07005",,,,[],
비비밸런스,서울 서초구 서초대로 90 지하1층 (우)06673,"월~금 09:00 ~ 23:00
닫기",,010-8284-4510 대표번호,[],
수지필라테스,서울 동작구 동작대로27가길 44 7층 (우)07008,"월~금 09:00 ~ 22:00
닫기",010-5084-2272,#제로페이,['#제로페이'],
메이드수 필라테스&플라잉요가 남성역점,서울 동작구 사당로 234 호림빌딩 6층 (우)07010,"월~금 09:00 ~ 22:00
닫기",02-3481-0003,02-525-1612 대표번호,[],
다올필라테스 이수점,서울 동작구 동작대로29나길 15 3층 (우)06997,"월~금 09:00 ~ 22:00
닫기",,010-8778-4385 대표번호,[],
모던필라테스 방배본점,서울 서초구 방배로 141 텔콤빌딩6층 (우)06672,,02-3474-5767,#제로페이,['#제로페이'],
아인필라테스,서울 서초구 동작대로 108 디오슈페리움2차 B102호 (우)06568,,02-536-2737,,[],
끌로에필라테스 이수점,서울 동작구 동작대로27가길 44 7층 (우)07008,"매일 10:00 ~ 21:00
닫기",02-536-3515,#제로페이,['#제로페이'],
포스트필라테스 방배이수점,서울 서초구 동작대로 44 6층 (우)06691,,02-597-7988,#제로페이,['#제로페이'],
필라테스앤핏,서울 동작구 동작대로27가길 44 7층 (우)07008,,02-585-7311,,[],
포스트필라테스 사당점,서울 동작구 동작대로7길 97 창정빌딩 6층 (우)07024,,02-598-7988,#제로페이,['#제로페이'],
파인트리 필라테스 & 자이로토닉,서울 서초구 방배천로34길 2 J&J빌딩 2층 (우)06564,"월~토 09:00 ~ 22:00
닫기",02-535-5277,"02-591-0833 대표번호
더보기",[],
나의필라테스,서울 서초구 서초대로 3-4 c동 1층 110호 (우)06568,"월~금 10:00 ~ 22:00
닫기",02-594-4200,010-9954-8355 대표번호,[],
룩스필라테스 남성역점,"서울 동작구 사당로17길 17 3층, 4층 (우)07004","월~금 08:00 ~ 22:00
닫기",,"02-887-2223 대표번호
더보기",[],
비바라짐 방배점,"서울 동작구 동작대로 187 2,3층 (우)06995",,02-592-1555,#제로페이,['#제로페이'],
모던필라테스 서울서초지부,서울 서초구 방배로 144 2층 (우)06664,"월~금 14:30 ~ 22:00
닫기",02-3471-5766,,[],
스튜디오알이,서울 서초구 방배천로18길 11 방배롯데캐슬아르떼상가 B동 2층 204호 (우)06676,,010-9843-0418,#제로페이,['#제로페이'],
L Pilates studio(엘필라테스 스튜디오),서울 서초구 서초대로1길 37 3층 (우)06567,"월~금 09:00 ~ 22:00
닫기",010-5227-5223,010-4383-4833 대표번호,[],
비바라짐 내방점,서울 서초구 서초대로 108 3층 301호 (우)06664,"월~금 06:00 ~ 23:00
닫기",,02-598-2555 대표번호,[],
필라테스 필요,서울 서초구 동광로3길 2 3층 (우)06560,,02-2055-3788,#제로페이,[],
서연필라테스,서울 서초구 방배천로16길 11-15 2층 (우)06677,,02-6080-1107,#제로페이,['#제로페이'],
비엠더프라이빗 방배점,서울 서초구 방배로 202 2층 (우)06585,"월~금 09:00 ~ 23:00
닫기",,02-533-5881 대표번호,[],
헬로우마이바디필라테스,서울 서초구 동작대로 70 하나빌딩 3층 (우)06676,,,,[],
숨필라테스,서울 서초구 방배로25길 4 (우)06572,,02-3477-1053,,[],
아이엠필라테스 사당점,서울 동작구 남부순환로 2075 용훈빌딩 7층 (우)07025,,02-522-4266,#제로페이,['#제로페이'],
모던필라테스 서울예체능지부 전용관,서울 서초구 방배로 144 4층 (우)06664,"월~금 09:30 ~ 22:00
닫기",,02-546-0727 대표번호,[],
SY발레필라테스앤플라잉요가,서울 서초구 방배중앙로 151 (우)06558,월~금 09:00 ~ 23:00,02-525-2951,02-596-2357 대표번호,[],
베러핏필라테스&서킷스튜디오,서울 서초구 방배로20길 4 원동빌딩 6층 (우)06664,"월~금 08:00 ~ 22:00
닫기",,02-587-2900 대표번호,[],
필라테스나눔,서울 서초구 동광로18길 13 (우)06562,,,,[],
오늘필라테스바이최은정 남성역점,서울 동작구 사당로 220 4층 (우)07010,월~토 10:00 ~ 22:00,,010-2006-5539 대표번호,[],
아진필라테스,서울 서초구 방배천로34길 2 J&J빌딩 2층 (우)06564,"월~금 08:00 ~ 22:00
닫기",02-3478-7727,,[],
센트리얼필라테스 방배점,서울 서초구 방배로 98 (우)06665,"월~금 07:00 ~ 23:00
닫기",02-587-1188,#제로페이,['#제로페이'],
필라테스인 내방점,서울 서초구 방배로 215 2층 (우)06562,"매일 12:00 ~ 23:00
매일 휴게시간 17:00 ~ 18:00",02-591-3007,010-2544-9374 대표번호,[],
필라테스이월,서울 동작구 남부순환로 2067 (우)07025,,02-583-5975,,[],
대한전문의학필라테스교육원,서울 관악구 남현1길 42 5층 (우)08806,,02-585-5868,,[],
키무브 필라테스 스튜디오,서울 서초구 방배로 211 SM빌딩 5층 (우)06562,"월~금 12:30 ~ 20:00
닫기",,02-6248-1500 대표번호,[],
필라테스하우스,서울 서초구 서초대로 111 4층 (우)06588,매일 06:00 ~ 22:00,,"02-595-9398 대표번호
다른 번호",[],
필라테스데이 남성역점,"서울 동작구 사당로 200 5층,6층 (우)07009",,02-2055-1680,#제로페이,['#제로페이'],
필라테스에이트,서울 서초구 서초대로25길 51 4층 (우)06586,"월~금 10:00 ~ 22:00
닫기",,02-6408-2017 대표번호,[],
배우다필라테스앤피티,서울 동작구 사당로 230-1 (우)07010,"월~금 07:00 ~ 23:00
닫기",,02-588-7720 대표번호,[],
위니드필라테스,서울 관악구 남현3길 78 4층 (우)08807,"월~금 08:30 ~ 23:00
월~금 휴게시간 13:00 ~ 15:00
닫기",010-5882-1226,#제로페이,['#제로페이'],
필라파크,서울 서초구 방배로37길 50 (우)06557,,,,[],
비욘드 필라테스,서울 서초구 서초대로27길 39 2층 (우)06586,,02-522-7060,#제로페이,[],
소메틱필라테스 비욘드,서울 서초구 남부순환로 2121-3 4층 (우)06693,"월,화,목,금 15:00 ~ 22:00",02-852-4488,#제로페이,[],
후필라테스,서울 서초구 방배중앙로25길 10 (우)06555,,02-534-5559,,[],
비오케이필라테스,서울 서초구 방배중앙로 178 3층 (우)06556,,02-6369-4565,#제로페이,['#제로페이'],
플로우 필라테스앤번지,서울 동작구 남부순환로 2067 정석빌딩 5층 (우)07025,,02-525-1179,#제로페이,['#제로페이'],
앤유 자이로토닉&필라테스,서울 서초구 방배로36길 3 알렌빌딩 4층 (우)06584,"월~금 10:00 ~ 22:00
닫기",,"02-532-8842 대표번호
더보기",[],
포레스트필라테스 남현점,서울 관악구 남현1길 8 2층 (우)08806,,,,[],
포티포피트니스,서울 서초구 사평대로22길 41 (우)06576,월~금 10:00 ~ 22:00,,010-9385-6889 대표번호,[],
세레니티필라테스랩,서울 서초구 방배로42길 29 3층 (우)06584,"월~금 06:00 ~ 21:00
닫기",,070-4151-3919 대표번호,[],
필라테스투게더 방배점,서울 서초구 방배로42길 46 1층 (우)06584,"월,화,목,금 10:00 ~ 21:00
닫기",010-4214-2140,#모던필라테스 #바디컨디셔닝 #방배동필라테스 #재활필라테스 #클래식필라테스,"['#모던필라테스', '#바디컨디셔닝', '#방배동필라테스', '#재활필라테스', '#클래식필라테스']",
바디진필라테스 서래마을점,서울 서초구 방배로32길 38 (우)06586,"월~금 11:00 ~ 21:00
닫기",010-6640-3005,#제로페이,[],
벨르필라테스,서울 서초구 방배로 269 (우)06553,"월~금 09:00 ~ 22:00
닫기",02-532-1031,#제로페이,['#제로페이'],
"필라테스,비움","서울 서초구 방배중앙로 207-10 아크로리버 상가 B1, 104호 (우)06551","매일 07:00 ~ 23:00
닫기",,010-5904-3374 대표번호,[],
오늘필라테스by최은정,서울 관악구 남부순환로247길 3 3층 (우)08801,"월~금 10:00 ~ 22:30
닫기",010-5285-5991,#제로페이,['#제로페이'],
모던필라테스 방배역점,서울 서초구 방배로8길 4 3층 302호 (우)06705,"월~금 09:00 ~ 22:00
닫기",070-7954-3690,02-525-5768 대표번호,[],
스튜디오 필라티 서래마을,서울 서초구 동광로46길 3 1층 (우)06589,,070-4290-5743,#제로페이,['#제로페이'],
마인드인모션,서울 서초구 남부순환로293길 16 2층 (우)06701,"월~금 09:00 ~ 21:00
닫기",,02-522-6970 대표번호,[],
필라테스소핏,서울 서초구 서래로 12 우덕빌딩 3층 (우)06580,,02-595-0666,#제로페이,['#제로페이'],
맥필라테스&PT,서울 서초구 사평대로 112 광천빌딩 3층 (우)06575,"월~금 07:00 ~ 22:00
닫기",02-583-0919,010-2433-0448 대표번호,[],
리지필라테스,서울 서초구 서래로 39 가송빌딩 5층 (우)06576,월~금 09:00 ~ 22:00,,010-8074-8811 대표번호,[],
살루스필라테스,서울 서초구 사평대로22길 37 2층 202호 (우)06576,"화~일 09:00 ~ 22:00
닫기",,02-6368-7128 대표번호,[],
레이첼필라테스,서울 서초구 서래로 17 럭스빌딩 4층 (우)06581,,02-536-9091,,[],
필라라움,서울 서초구 서래로8길 7 포도빌딩 2층 (우)06577,"월~금 08:00 ~ 22:00
닫기",010-9276-1232,예약가능,[],
필라테스물결,서울 서초구 사평대로26길 30 2층 (우)06577,월~토 08:00 ~ 22:00,010-3401-0388,#제로페이,['#제로페이'],
에꼴드필라테스,서울 서초구 서래로8길 1 4층 (우)06577,,02-596-9212,,[],
유비크바디스튜디오,서울 서초구 동광로46길 3 101호 (우)06589,,02-591-6300,,[],
릴리필라테스,서울 서초구 서래로 48 3층 (우)06577,,,,[],
요가플레이스&필라테스,서울 동작구 동작대로 109 3층 (우)07008,"일요일
공휴일",,,[],
필라테스유니버시티,서울 서초구 서초대로 3-4 (우)06568,,,,[],
온유필라테스,서울 서초구 동작대로 108 (우)06568,일요일,,,[],
루프탑 필라테스&요가,서울 동작구 사당로 245 2층 (우)07005,,,,[],
엘필라테스 스튜디오L Pilates studio,서울 서초구 서초대로1길 37 (우)06567,,,,[],
에스티필라테스 두성점,서울 동작구 동작대로29길 69 두성상가 1층 (우)06999,,02-536-0538,,[],
바른몸필라테스 월요가,서울 서초구 방배로42길 61 빌딩7719 1층 (우)06584,"월~금 08:00 ~ 10:30
닫기",,"02-6015-1267 대표번호
더보기",[],
오 클래식 필라테스,서울 서초구 방배로42길 46 (우)06584,,02-599-2295,#제로페이,[],
모던필라테스 방배랩점,서울 서초구 방배로 144 5층 (우)06664,,02-6959-3362,#제로페이,['#제로페이'],
엠피아이모던필라테스,서울 서초구 방배로 144 (우)06664,,02-532-0608,,[],
랄라짐,서울 서초구 방배로37길 11 지하1층 (우)06561,"월~금 08:00 ~ 22:00
닫기",,02-599-9293 대표번호,[],
워크인요가필라테스,서울 서초구 방배중앙로 187 (우)06554,"월~금 14:00 ~ 22:00
닫기",,"010-5293-7539 대표번호
더보기",[],
소마루트,서울 서초구 방배로26길 16 (우)06588,월~금 10:00 ~ 23:00,,02-586-9900 대표번호,[],
필라테스바이유주,서울 서초구 방배로42길 31-4 (우)06584,,02-583-0102,#제로페이,[],
바른선필라테스,서울 서초구 동광로1길 112 (우)06551,"월~금 12:00 ~ 22:00
닫기",02-3477-0043,#제로페이,[],
서래 진필라테스,서울 서초구 서초대로33길 84-8 (우)06587,,02-534-5757,,[],
트루디 필라테스,서울 서초구 명달로13길 4 (우)06667,,,,[],
필라테스쉼표,서울 관악구 인헌1길 41 (우)08794,,,,[],
최소현필라테스,서울 관악구 행운10길 21 (우)08735,,,,[],
위아더휘트니스,"서울 서초구 방배중앙로 187 내경빌딩 2,3,4층 (우)06554",,,,[],
