title,address,operation,contact,location_detail,hashtag,menu
홍미단 방배본점,서울 서초구 효령로31길 94 (우)06682,"매일 11:00 ~ 21:30
닫기",,02-3472-3335 대표번호,[],"['떡볶이 (1인분)\n3,800', '홍미김밥\n3,200', '오징어튀김\n1,200', '순대 (1인분)\n4,000', '꼬마김밥\n1,200']"
장미맨숀 이수점,서울 동작구 동작대로23길 15 1층 (우)07013,매일 17:00 ~ 02:00,02-583-0314,#가맥 #레트로풍 #제로페이,"['#가맥', '#레트로풍', '#제로페이']","['영웅 닭도리탕\n18,000', '정통 후라이드 치킨\n16,000', '골뱅이 팍팍 무쳤냐\n16,000', '최강 볶음똥집\n14,000', '믹키 크림파스타\n15,000']"
순대만드는집,서울 서초구 방배천로8길 6-2 (우)06691,매일 11:30 ~ 22:00,02-597-1989,#노포 #혼밥 #제로페이,"['#노포', '#혼밥', '#제로페이']","['순대국\n9,000', '순대국 (특)\n10,000', '야채순대\n15,000', '술국\n20,000', '우삼겹부대찌개\n35,000', '베이컨부대찌개\n24,000', '야채순대1인분\n8,000']"
이고집쭈꾸미 이수점,서울 동작구 동작대로27다길 2 1층 (우)07008,"매일 11:00 ~ 23:30
닫기",02-592-9222,#봄제철음식 #친목모임 #회식장소 #제로페이,"['#봄제철음식', '#친목모임', '#회식장소', '#제로페이']","['이고집쭈꾸미(1인분)\n14,000', '차돌쭈꾸미(1인분)\n17,000', '삼겹쭈꾸미(1인분)\n15,000', '새우쭈꾸미(1인분)\n15,000', '치즈퐁듀\n5,000']"
고놈들,서울 동작구 동작대로27나길 20 1층 (우)07008,"월~토 17:00 ~ 02:00
닫기",02-3476-8333,#데이트코스 #친목모임 #제로페이,"['#데이트코스', '#친목모임', '#제로페이']","['한우 1+ 채끝등심\n23,000', '한우 1+ 안심\n24,000', '와규눈꽃등심\n18,000', '와규눈꽃살치살\n21,000', '국내산 생삼겹살\n15,000']"
미소네,서울 동작구 동작대로7길 32 1층 (우)07015,,,,[],"['특회\n60,000', '스페셜\n60,000', '농어\n75,000', '광어\n30,000', '우럭\n30,000']"
한울갈비,서울 동작구 동작대로1길 9 1층 (우)07025,매일 10:30 ~ 23:00,02-583-4118,#안심식당 #친목모임 #회식장소 #카카오페이 #제로페이,"['#안심식당', '#친목모임', '#회식장소', '#카카오페이', '#제로페이']",[]
시스트로,서울 서초구 방배천로24길 25 시현빌 1층 101호 (우)06675,,02-587-1230,#안심식당 #비스트로 #소개팅 #점심식사 #코스요리 #제로페이,"['#안심식당', '#비스트로', '#소개팅', '#점심식사', '#코스요리', '#제로페이']",[]
오다가다,서울 동작구 동작대로35길 10 1층 (우)06995,화~토 12:30 ~ 21:30,,070-8876-6424 대표번호,[],"['아메리카노\n3,800', '카페라떼\n4,300', '플랫화이트\n4,300', '타히티바닐라라뗴\n4,500', '그린티에스프레소\n4,800', '다크모카\n4,800', '비엔나커피\n5,000', '아포가토 클래식밀크\n5,500', '아포가토 그린티\n5,500', '밀크티\n5,000', '더티 초콜릿\n5,000', '벨베리 블라스터\n5,000', '블랙티 자몽블라스터\n5,000', '현미유즐리요거트\n5,500', '분자나나\n6,000', '제주영귤차\n6,800', '순수말차케이크\n6,800', '당근케이크\n6,800', '라즈베리치즈초콜릿케이크\n6,500', '어저다딸기케이크\n6,500']"
쿠킨스테이크 이수점,서울 동작구 동작대로27다길 44 2층  (우)07008,"매일 11:30 ~ 21:30
닫기",,02-593-0108 대표번호,[],"['베이컨 크림 파스타\n11,000', '새우로제 파스타\n11,000', '매운 치킨 크림 파스타\n11,000', '포르마지 함박 스테이크\n9,000', '목살 스테이크\n9,000']"
남도술상,서울 서초구 방배천로 12-11 지하1층 (우)06693,매일 16:00 ~ 22:00 (사전예약 시 오픈 가능),02-598-8040,#술한잔하기좋은 #전통음식 #친목모임 #회식장소 #제로페이,"['#술한잔하기좋은', '#전통음식', '#친목모임', '#회식장소', '#제로페이']","['남도술상\n59,000\n홍어무침/과메기무침+초장낙지+코다리+숙주볶음+두부김치+잡채+꼬막+오리훈제+부침개+찌개', '다정술상\n39,000\n홍어무침/과메기무침+숙주볶음+두부김치+잡채+꼬막+오리훈제+부침개+찌개']"
용범이네인계동껍데기,서울 동작구 동작대로25길 22 (우)07008,매일 17:00 ~ 05:00,,,[],"['족발껍데기 (150g)\n7,000', '불족발껍데기 (150g)\n8,000', '벌집껍데기 (150g)\n7,000', '항정껍데기 (150g) (스페인산)\n7,000', '꼬들살 (150g)\n9,000']"
교대이층집 사당점,서울 서초구 방배천로 12-9 2층 (우)06693,매일 11:30 ~ 22:30,,02-523-8188 대표번호,[],"['통삼겹(국내산, 160g)\n16,000', '꽃삼겹(국내산, 160g)\n16,000', '통목살(국내산, 160g)\n16,000', '채끝등심(한우1++, 150g)\n38,000', '가브리살(국내산, 150g)\n18,000', '차돌박이(한우1++, 150g)\n27,000', '시골된장찌개\n7,000', '후식냉면(물, 비빔)\n7,000', '볶음밥한판\n10,000', '버섯칼국수\n7,000']"
올리브에비뉴,서울 서초구 방배천로 11 파스텔시티 6층 (우)06693,"매일 11:30 ~ 22:30
닫기",,02-3474-7777 대표번호,[],[]
왕금성 이수역점,서울 서초구 서초대로 3-4 디오슈페리움 1차 203호 (우)06568,매일 11:30 ~ 21:30,,02-533-1193 대표번호,[],[]
해이케이크샵,서울 서초구 방배천로2안길 69 1층 103호 (우)06691,"월,화,수요일
닫기",,070-7617-0084 대표번호,[],[]
놀란돼지 이수점,서울 동작구 동작대로17길 6 1층 (우)07013,,,,[],[]
크래프트한스 이수점,서울 동작구 동작대로27길 42 (우)07008,매일 17:00 ~ 02:00,,02-532-9459 대표번호,[],"['한스 크리스피 치킨\n17,000', '감바스 알 아히요\n16,000', '갈릭 쉬림프 피자\n15,000', '시카고 피자\n17,000', '허니 크림치즈 크래커\n8,000']"
제줏간 이수점,서울 동작구 동작대로27길 22 1층 (우)07008,"월~금 15:00 ~ 00:00
닫기",,1688-0221 대표번호,[],"['쫄깃살\n13,900', '제줏특삼겹살\n14,900']"
역전할머니맥주 이수역점,서울 동작구 동작대로27다길 26 1층 (우)07008,매일 17:00 ~ 04:00,,02-599-8330 대표번호,[],"['노가리\n6,000', '마른오징어\n9,000', '짜빠구리\n8,000', '치즈라볶이\n8,000', '오징어입\n7,000']"
조개창고 방배점,서울 서초구 방배로 147 내방빌딩 3층 (우)06672,"월~금 17:00 ~ 23:00
닫기",,010-9000-8678 대표번호,[],"['무한리필 1인\n29,500\n[조개구이&찜 + 소고기 + 돼지고기 + 꼬치구이 + 수십가지 뷔페메뉴] 무한리필', '초등학생\n20,500\n8세~13세 중, 고등학생은 성인요금 적용입니다.', '미취학아동\n12,500\n생후 24개월 부터 7세 까지 (증명서 지참시 적용)']"
모소리 사당점,서울 동작구 사당로 243-5 1층 (우)07005,매일 17:00 ~ 23:30,,070-7543-8335 대표번호,[],"['모소리살 (120g)\n12,000', '가오리살 (120g)\n12,000', '가로막살 (120g)\n12,000', '구멍살 (120g)\n12,000', '삼각살 (120g)\n12,000']"
코다차야 사당점,서울 서초구 방배천로2길 7 지하1층 (우)06693,매일 17:00 ~ 24:00,,02-837-3000 대표번호,[],"['맥스생\n3,500', '망고링고\n4,000', '김치볶음밥\n9,000', '까르보나라\n9,900', '모듬꼬치\n15,000', '돈코츠라멘\n8,000', '삼겹살숙주볶음\n15,500', '등심탕수육\n12,000', '차돌박이숙주볶음\n14,000', '특모듬꼬치\n23,000', '고기꼬치모듬\n17,000', '모듬꼬치구이\n17,000', '매콤해물 치즈 파스타', '쇠고기 숙주철판', '토마토 홍합짬뽕', '우삼겹 숙주철판', '크림홍합짬뽕']"
낯선한식븟다,서울 동작구 사당로30길 28 1층 (우)07013,"화~금 11:40 ~ 22:00
화~금 휴게시간 14:00 ~ 15:30
닫기",,"070-7543-5250 대표번호
더보기",[],"['소고기 육전\n24,000', '신 마늘 버섯 닭도리탕\n25,000', '곱닭도리탕\n35,000']"
엔제리너스 이수역점,서울 동작구 동작대로25길 16 (우)07008,매일 00:00 ~ 24:00,,02-595-7619 대표번호,[],"['아메리카노\n4,500\n은은한 단맛과 풍미가 진한 에스프레소에 물을 넣어 연하게 마시는 커피입니다.', '에그마요 반미\n6,200\n부드럽고 고소한 에그마요가 듬뿍 들어간 샌드위치', 'FRESH SANDWICH SET\n15,200\n쌀 바게트로 바로 만든 반미 샌드위치\n\n제품구성 : 아메리카노 2잔+샌드위치 1개', '우유고구마\n5,800\n부드러운 생크림과 고구마 무스가 조화로운 케이크', '에그 햄치즈 토스트\n5,200\n촉촉하게 구운 햄&치즈 부드러운 에그가 어울린 오븐샌드위치']"
천하무족,서울 동작구 동작대로7길 74 1층 (우)07025,"월~금 14:00 ~ 23:00
닫기",02-595-3308,#제로페이,['#제로페이'],"['족발 (뒷발) (중)\n33,000\n국내산 뒷족', '추천\n냉채족발 (중)\n37,000\n국내산 뒷족', '불족발 (중)\n37,000\n국내산 뒷족', '족발 대 (앞발)\n37,000\n국내산앞족', '보쌈(대)\n42,000\n국내산 최고등급 목살', '보쌈(중)\n35,000\n국내산 최고등급 목살', '보,족 셋트(대)\n70,000\n국내산 앞족과 국내산 최고등급목살', '보,족 셋트(중)\n60,000\n국내산 앞족과 국내산 최고등급목살', '쟁반막국수(대)\n12,000\n새콤달콤 환상적인 맛', '쟁반막국수(중)\n7,000\n새콤달콤 환상적인 맛', '추천\n셋트족발 대(앞발)\n45,000\n족발+무침+소면', '셋트족발 중(뒷발)\n40,000\n족발+무침+소면', '한우내장수육 (중)\n37,000']"
통영해물보쌈,서울 서초구 방배천로4길 26 (우)06693,"매일 11:00 ~ 24:00
닫기",,02-585-4378 대표번호,[],"['통영해물보쌈\n35,000', '문어해물보쌈\n55,000', '홍어삼합\n50,000', '모듬회\n70,000', '연포당\n45,000', '낙지볶음\n45,000', '아구찜\n50,000', '물회\n45,000']"
돈키,서울 서초구 방배천로18길 10 (우)06677,매일 11:30 ~ 20:30,02-599-2747,#경양식요리 #제로페이,"['#경양식요리', '#제로페이']","['로스카츠 정식\n10,000', '히레카츠 정식\n11,000', '치킨까스 정식\n9,000', '생선까스 정식\n11,000', '비후카츠 정식\n13,000', '볼카츠 정식\n10,000', '치즈볼카츠 정식\n13,000', '새우까스 정식\n13,000', '오징어까스 정식\n13,000', '로스+생선까스 정식\n12,000', '모둠 정식\n14,000', '굴까스 정식\n14,000']"
카페오쎄,"서울 서초구 방배천로4안길 32 1,2층 (우)06691",매일 10:00 ~ 23:00,,02-523-0077 대표번호,[],"['추천\n오쎄 베이커리\n변동가격', '오쎄 내츄럴 와인\n변동가격', '추천\n오쎄 브런치\n변동가격']"
쇼보 이수점,서울 동작구 동작대로25길 32 2층 (우)07008,,,,[],[]
땡초우동인포차 이수본점,서울 동작구 동작대로27다길 37 (우)07008,"월~금 18:00 ~ 04:00
닫기",,02-537-1832 대표번호,[],[]
요코쵸,서울 동작구 사당로30길 100 (우)07015,"월~목 17:00 ~ 24:00
닫기",02-523-8222,#분위기좋은 #소개팅 #회식장소 #제로페이,"['#분위기좋은', '#소개팅', '#회식장소', '#제로페이']","['토리가라아게\n14,000', '오꼬노미야끼\n14,000', '난코츠가라아게\n10,000', '야끼소바\n14,000', '게살 크림 고로케\n13,000']"
군산 은모래해물탕아구찜 본점,서울 서초구 방배천로4길 8 (우)06693,매일 11:00 ~ 24:00,,02-588-2320 대표번호,[],"['황제문어해물탕\n89,000', '활문어해물탕찜\n95,000', '활낙지해물탕찜\n75,000', '아구찜 (소)\n45,000', '아구탕 (소)\n45,000']"
언니가 숨겨놓은 과자상자,서울 서초구 방배천로8길 36 1층 (우)06691,"매일 11:00 ~ 20:00
닫기",,02-6959-7666 대표번호,[],"['토종꿀 휘낭시에\n2,400\n토종꿀이 듬뿍 들어가 더 달콤해진 묵직하고 쫀쫀한 식감의 휘낭시에', '생크림스콘\n3,800\n우유 대신 생크림을 넣어 반죽해 더 진하고 고소한 맛의 스콘', '올망졸망 마들렌\n1,200\n미니 마들렌 위 알록달록 화이트초콜릿 코팅을 입힌 언숨과 시그니처메뉴', '베이비까눌레\n800\n겉은 바삭 속은 촉촉쫀득, 녹진한 버터향이 폴폴 나는 까눌레 미니버젼 바닐라, 말차, 얼그레이, 코코아 총 4가지 맛 준비되어있어요', '병아리레몬케이크\n3,700\n레몬파운드케이크 위 상큼달달한 레몬아이싱을 올린 귀여운 병아리모양 레몬케이크']"
호시라멘,서울 서초구 방배천로2안길 39 1층 (우)06692,"화~금 11:30 ~ 20:30
화,수,목,금,일 휴게시간 15:00 ~ 17:00
닫기",,02-525-2042 대표번호,[],"['돈코츠라멘\n9,000', '추천\n매운돈코츠라멘\n9,500', '차슈 비빔밥\n7,500']"
루키더셰프,서울 서초구 방배천로16길 18 (우)06677,"화요일
닫기",,,[],"['엔초비 오일파스타\n10,500', '크림 까르보나라 파스타\n14,500', '클래식 라자냐\n12,000', '크림 스피니치 뇨끼\n13,000', '봉골레 오일파스타\n13,500']"
영풍치킨 사당본점,서울 동작구 동작대로27가길 6 (우)07008,매일 13:00 ~ 24:00,02-534-2009,#치맥 #친목모임 #제로페이,"['#치맥', '#친목모임', '#제로페이']","['후라이드 (소)\n16,000', '양념치킨 (소)\n17,000', '돈까스 안주\n18,000', '영풍스페샬\n35,000', '새우튀김\n21,000']"
통영바다풍경 방배1호점,서울 서초구 방배천로4안길 55 1층 (우)06677,매일 11:30 ~ 22:00,,02-582-6351 대표번호,[],[]
송이하랑,서울 서초구 서초대로 21 (우)06569,매일 11:00 ~ 22:00,,02-599-4499 대표번호,[],"['명품한우생등심(150g)\n39,000', '한우차돌박이(150g)\n27,000', '돼지갈비(250g)\n16,000', '생삼겹살(150g)\n15,000', '간장게장\n28,000']"
맛찬들왕소금구이 이수점,서울 동작구 동작대로27길 16-4 1층 (우)07008,"화~토 11:30 ~ 22:00
닫기",,02-533-6692 대표번호,[],[]
무삥과팟타이,서울 동작구 동작대로27다길 20 2층 (우)07008,"화~일 11:00 ~ 22:00
닫기",02-887-9595,#혼밥 #제로페이,"['#혼밥', '#제로페이']","['팟타이 (오리지널)\n7,500', '꿍팟퐁거리 (S)\n10,000', '까이팟멧마무앙\n13,000', '뿌팟퐁커리 (2인용)\n24,000', '루비피쉬 튀김 (1인용)\n14,000']"
호시,서울 서초구 서초대로1길 19-6 1층 (우)06567,"월~토 11:30 ~ 21:30
월~토 휴게시간 15:00 ~ 17:00
닫기",02-534-9716,#혼밥 #제로페이,"['#혼밥', '#제로페이']","['활어초밥 (10pcs)\n15,000', '연어초밥 (10pcs)\n15,000', '알밥\n7,000', '연어롤\n9,500', '캘리포니아롤\n8,500', '호시초밥\n13,000']"
스시코에,서울 서초구 서초대로 17 (우)06569,"월~토 18:00 ~ 22:00
닫기",,010-4134-8466 대표번호,[],[]
오늘와인한잔 이수점,서울 동작구 동작대로27다길 29 서광시티뷰 1층 101호 (우)07008,"월~목 16:00 ~ 02:00
닫기",,070-4799-3362 대표번호,[],"['오늘 스테이크\n15,900', '추천\n와인 한잔\n2,900\n와인 한잔 2900~']"
스시세이,서울 동작구 동작대로13길 10 A동 1층 (우)07014,"월~금 11:00 ~ 21:00
월~토 휴게시간 14:30 ~ 17:00
닫기",02-525-2466,#점심특선 #제로페이,"['#점심특선', '#제로페이']","['참치 (2p)\n4,000', '연어초밥 (10p)\n18,000', '소고기초밥 (10p)\n18,000', '활어회덮밥\n15,000', '돈카츠\n10,000']"
정원조닭한마리 본점,서울 동작구 동작대로27다길 11 (우)07008,매일 11:00 ~ 03:00,02-3478-2480,#제로페이,['#제로페이'],"['닭한마리\n25,000']"
24시비사벌 전주콩나물국밥,서울 서초구 동광로10길 2 (우)06565,매일 07:00 ~ 22:00,02-533-5085,#아침식사,['#아침식사'],"['콩나물국밥\n9,000', '계란말이\n9,000', '모주\n2,000']"
팔각도 이수역점,서울 동작구 동작대로27다길 12 1층 (우)07008,"월,화,수,목,일 12:00 ~ 22:00
닫기",,02-595-0407 대표번호,[],[]
카페페라 유니크점,서울 서초구 방배천로 11 1층 (우)06693,"월~토 08:30 ~ 22:00
닫기",02-522-2582,#디저트카페 #모임장소,"['#디저트카페', '#모임장소']","['아주 연한 커피\n6,000', '카페라떼\n7,000', '아이스 아메리칸 커피\n7,000', '레몬 에이드\n7,000', '블루베리 요거트 아이스크림\n7,700']"
서호김밥 본점,서울 서초구 방배중앙로 141-1 (우)06560,"화~일 10:00 ~ 20:00
화~일 휴게시간 14:00 ~ 16:30
닫기",02-594-4434,#제로페이,['#제로페이'],"['서호김밥\n5,000', '참치김밥\n5,000', '고추장소고기김밥\n5,500', '김치수제비\n8,000', '서호떡볶이\n5,500']"
도쿄하나 사당점,서울 서초구 방배천로 11 파스텔 시티 3층 (우)06693,매일 11:00 ~ 22:00,,02-585-2020 대표번호,[],"['도쿄하나 오마카세 참치\n120,000', '도쿄하나 오마카세\n100,000', '도쿄하나 스페셜\n78,000', '도쿄하나 정식\n58,000', '주말 가족 A코스\n60,000', '주말 가족 B코스\n50,000', '주말 가족 C코스\n38,000', '도쿄하나 점심 A코스\n55,000', '도쿄하나 점심 B코스\n45,000', '도쿄하나 점심 C코스\n35,000', '사모님 점심특선(여성 전용 메뉴)\n29,000', '통우럭양념구이\n15,000', '특모둠초밥\n30,000', '생대구탕\n18,000', '도쿄하나 자연산']"
곽반장,서울 동작구 동작대로27가길 45 (우)07008,매일 11:00 ~ 22:00,02-535-0257,#제로페이,['#제로페이'],"['곽반장짬뽕\n10,000', '곽반장하얀짬뽕\n10,000', '짜장\n6,500', '볶음밥\n8,000', '만두\n6,000', '찹쌀탕수육 (소)\n18,000']"
소라노호시,서울 동작구 동작대로27길 16-5 1층 (우)07008,"월~금 17:00 ~ 23:50
닫기",,02-537-4777 대표번호,[],"['단새우와 성게알\n44,000', '시메사바\n20,000', '모둠사시미\n48,000', '단새우\n24,000', '안키모폰즈\n24,000', '성게알\n38,000', '후토마끼(추가)\n24,000', '고등어봉초밥(추가)\n24,000', '모둠초밥12 (추가)\n25,000']"
깔리 사당점,서울 서초구 방배천로 21 동화빌딩 4층 (우)06692,매일 11:30 ~ 22:00,,,[],"['스페셜 깔리세트(2인기준)\n38,000\n그린샐러드+사모사+탄두리 치킨+커리 택1+난 또는 강황 밥 중 택2+플레인 스위트 라씨 또는 콜라,사이다 중 택2', '모듬 탄두리 바베큐 (Full)\n42,000', '모듬 탄두리 바베큐 (Half)\n22,000', '탄두리 파니르 티카\n18,000', '탄두리 버섯 티카\n16,000', '탄두리 치킨 티카\n15,000', '탄두리 치킨 (full)\n19,000', '탄두리 치킨 (half)\n10,000', '탄두리 왕새우\n24,000', '탄두리 양고기 티카\n18,000', '아프가니 치킨 (Full)\n22,000', '아프가니 치킨 (Half)\n12,000', '치킨 말라이 티카\n16,000', '그린 샐러드\n8,000', '탄두리 치킨 샐러드\n12,000', '새우 샐러드\n15,000', '사모사\n5,000', '베지터블 파코라\n7,000', '드라이 파파드\n4,000', '마살라 파파드\n7,000']"
외양간,서울 동작구 동작대로11길 16 1층 (우)07014,"월~토 15:00 ~ 24:00
닫기",02-598-8222,#제로페이,['#제로페이'],"['특수부위모둠(100g)\n12,000', '키조개 관자+묵은지\n9,000', '차돌된장라면\n6,000', '차돌볶음밥\n4,000']"
여정막걸리,서울 동작구 동작대로3길 10 (우)07015,매일 16:00 ~ 24:00,02-585-0515,#민속주점 #회식장소 #제로페이,"['#민속주점', '#회식장소', '#제로페이']","['수육\n30,000', '홍어삼합\n50,000', '해물김치전\n15,000', '해물부추전\n15,000', '두부김치\n15,000']"
복돈이부추삼겹살 사당본점,서울 관악구 남현1길 68-14 남현빌딩 1층 (우)08807,"매일 12:00 ~ 23:00
닫기",02-582-5124,#제로페이,['#제로페이'],"['생삼겹 (180g)\n12,000', '냉동삼겹살 (180g)\n8,000', '오겹살 (180g)\n9,000', '불삼겹 (180g)\n9,000', '목살 (180g)\n9,000']"
스타벅스 이수자이점,서울 동작구 사당로 300 (우)07013,"화~금 07:00 ~ 22:00
닫기",,1522-3232 대표번호,[],"['리저브 나이트로\n7,500\n나이트로 커피 정통의 캐스케이딩과 부드러운 콜드 크레마!\n부드러운 목 넘김과 완벽한 밸런스에 커피 본연의 단맛을 경험할 수 있습니다.', '제주 한라봉 말차 블렌디드\n7,500\n청정한 제주를 느낄 수 있도록\n제주산 말차, 한라봉을 사용한\n시원하고 달콤한 프로즌 티', '플럼 선셋 유스베리 티\n7,000\n익숙한 자두와 상큼한 유스베리 티의 조합으로\n일상적이지만 아름답고 특별한 선셋을 표현한 음료', '바닐라 빈 푸딩 블렌디드 위드 콜드 브루\n6,300\n바닐라 빈이 콕콕 박힌 부드러운 푸딩과 산뜻한 콜드 브루의 만남!\n진한 바닐라 풍미를 느낄 수 있는 커피 블렌디드', '퍼플 드링크 위드 망고 용과 스타벅스 리프레셔\n5,900\n망고 용과와 코코넛 밀크가 달콤하고 부드럽게 조화된 맛에\n가볍게 에너지 부스팅을 할 수 있는 음료', '라이트 키위 라임 블렌디드\n6,300\n여름의 나른함을 짜릿하게 날려버릴 블렌디드\n새콤한 키위 라임과 쫄깃한 곤약 젤리로 가볍게 리프레쉬 할 수 있는 음료\n*천연 대체 감미료가 함유되어 100kcal로(T 기준) 더욱 라이트하게 즐기실 수 있습니다.\n*취향에 따라 클래식 시럽을 무료로 추가 하실 수 있습니다.', '망고 용과 레모네이드 스타벅스 리프레셔\n5,900\n망고 용과와 레모네이드가 달콤 상큼하게 조화된 맛에\n가볍게 에너지 부스팅을 할 수 있는 음료', '얼 그레이 카카오 초코 프라푸치노\n6,500\n바리스타가 된 춘식이 초콜릿 토핑과 카카오 초콜릿 칩,\n그리고 티바나 얼그레이 티를 더해\n누구나 특별한 달콤함을 즐길 수 있는 프라푸치노 음료입니다.', '오늘의 커피\n4,200\n신선하게 브루드(Brewed)되어 원두의 다양함이 살아있는 커피', '카푸치노\n5,000\n풍부하고 진한 에스프레소에 따뜻한 우유와 벨벳 같은 우유 거품이 1:1 비율로 어우러져 마무리된 커피 음료', '카페 라떼\n5,000\n풍부하고 진한 에스프레소가 신선한 스팀 밀크를 만나 부드러워진 커피 위에 우유 거품을 살짝 얹은 대표적인 커피 라떼', '카페 모카\n5,500\n진한 초콜릿 모카 시럽과 풍부한 에스프레소를 스팀 밀크와 섞어 휘핑크림으로 마무리한 음료로 진한 에스프레소와 초콜릿 맛이 어우러진 커피', '카페 아메리카노\n4,500\n진한 에스프레소와 뜨거운 물을 섞어 스타벅스의 깔끔하고 강렬한 에스프레소를 가장 부드럽게 잘 느낄 수 있는 커피', '카라멜 마키아또\n5,900\n향긋한 바닐라 시럽과 따뜻한 스팀 밀크 위에 풍성한 우유 거품을 얹고 점을 찍듯이 에스프레소를 부은 후 벌집 모양으로 카라멜 드리즐을 올린 달콤한 커피 음료', '화이트 초콜릿 모카\n5,900\n달콤하고 부드러운 화이트 초콜릿 시럽과 에스프레소를 스팀 밀크와 섞어 휘핑크림으로 마무리한 음료로 달콤함과 강렬한 에스프레소가 부드럽게 어우러진 커피', '스타벅스 돌체 라떼\n5,900\n스타벅스의 다른 커피 음료보다 더욱 깊은 커피의 맛과 향에 깔끔한 무지방 우유와 부드러운 돌체 시럽이 들어간 음료로 달콤하고 진한 커피 라떼', '자바 칩 프라푸치노\n6,300\n커피, 모카 소스, 진한 초콜릿 칩이 입안 가득 느껴지는 스타벅스에서만 맛볼 수 있는 프라푸치노', '망고 바나나 블렌디드\n6,300\n(Grande Only) 달콤한 망고 패션 프루트 주스에\n바나나 1개가 통째로 들어간 신선한 블렌디드', '아이스 자몽 허니 블랙 티\n5,700\n새콤한 자몽과 달콤한 꿀이 깊고 그윽한 풍미의 스타벅스 티바나 블랙 티의 조화', '자몽 허니 블랙 티\n5,700\n새콤한 자몽과 달콤한 꿀이 깊고 그윽한 풍미의 스타벅스 티바나 블랙 티의 조화', '콜드 브루\n4,900\n스타벅스 바리스타의 정성으로 탄생한 콜드 브루!\n\n콜드 브루 전용 원두를 차가운 물로 추출하여 한정된 양만 제공됩니다.\n깊은 풍미의 새로운 커피 경험을 즐겨보세요.', '', '', '', '']"
로코민트,서울 서초구 방배천로2안길 48 1층 (우)06692,"월~토 11:30 ~ 21:00
월~금 휴게시간 14:30 ~ 17:00
닫기",,#데이트코스 #피맥,"['#데이트코스', '#피맥']","['그라나파다노\n12,000', '알리오 올리오\n12,000', '까르보나라 (이태리식)\n12,900', '크림 리조또\n12,900', '고르곤졸라 피자\n13,900']"
황토가마솥설렁탕,서울 동작구 동작대로29가길 8 (우)06997,,,,[],[]
작은피자집,서울 동작구 사당로30길 96 (우)07015,"월~금 17:00 ~ 24:00
닫기",02-597-1987,#데이트코스 #피맥 #제로페이,"['#데이트코스', '#피맥', '#제로페이']","['더블치즈 피자\n16,000', '트리플치즈 피자\n17,000', '페퍼로니 피자\n18,000', '불고기체다\n18,000', '베이컨\n17,000', '반/반 2개 선택\n19,000']"
차이797 블랙 서래마을점,"서울 서초구 동광로 78 방배빌딩 1,2층 (우)06585","월~금 11:30 ~ 22:00
월~금 휴게시간 15:00 ~ 17:30
닫기",,02-537-7972 대표번호,[],[]
산쪼메 이수점,서울 동작구 사당로 300 이수자이 지하2층 B202호 (우)07013,"매일 11:30 ~ 21:00
닫기",,#점심식사 #혼밥 #제로페이,"['#점심식사', '#혼밥', '#제로페이']","['돈코츠라멘\n7,500', '산쪼메라멘\n8,000', '시오버터라멘\n7,500', '쇼유라멘\n7,500', '츠케멘\n8,000', '냉라멘\n8,000', '규동\n8,000', '가쿠니동\n8,000', '매운부타동\n7,500', '가라아게 카레라이스\n7,500', '새우튀김 카레라이스\n7,500', '토리카라아게\n8,000', '코롯케 (1개)\n3,000', '코롯케 (2개)\n5,000', '돈카츠\n8,000', '돈코츠라멘 (점심)\n6,500', '산쪼메라멘 (점심)\n7,000', '시오버터라멘 (점심)\n6,500', '쇼유라멘 (점심)\n6,500', '규동 (점심)\n7,000']"
선화의고기 방배본점,서울 서초구 서초대로24길 9 1층 (우)06672,"매일 10:30 ~ 22:30
월~토 휴게시간 15:00 ~ 17:00
닫기",02-3486-5505,#안심식당 #내방역고기집 #내방역맛집 #방배동고기집 #방배동맛집 #방배동소고기맛집 #가족모임 #점심식사 #회식장소 #제로페이,"['#안심식당', '#내방역고기집', '#내방역맛집', '#방배동고기집', '#방배동맛집', '#방배동소고기맛집', '#가족모임', '#점심식사', '#회식장소', '#제로페이']",[]
영일만,서울 동작구 남부순환로271길 27 (우)07025,매일 12:00 ~ 22:00,02-522-4080,#제로페이,['#제로페이'],"['막회 (대)\n35,000', '막회 (중)\n30,000', '한치물회\n11,000', '가자미물회\n12,000', '광어물회\n15,000', '과메기\n17,000', '오징어볶음\n15,000', '양푼회밥\n7,000', '양푼회국수\n7,000', '조기매운탕 (대)\n25,000', '조기매운탕 (중)\n20,000']"
참숯고깃골,서울 서초구 방배천로8길 5 (우)06677,"매일 10:00 ~ 22:00
닫기",02-598-2958,#친목모임 #회식장소 #제로페이,"['#친목모임', '#회식장소', '#제로페이']","['한우꽃등심구이 (150g)\n50,000', '한우생등심구이 (150g)\n43,000', '소왕양념구이 (250g)\n24,000', '생삼겹구이 (180g)\n15,000', '갈비탕\n13,000']"
박은자맛사랑,서울 서초구 방배천로2안길 7 2층 (우)06693,매일 10:30 ~ 22:00,02-525-8588,#가족모임 #단체예약 #점심특선 #친목모임 #회식장소 #제로페이,"['#가족모임', '#단체예약', '#점심특선', '#친목모임', '#회식장소', '#제로페이']","['해물찜(2인)\n42,000', '해물탕(2인)\n42,000', '아구찜(2인)\n42,000', '아구탕(2인)\n42,000', '보쌈(2인)\n34,000']"
